job_id,role_id,title,industry,city,work_mode,experience_level,education_level,employment_type,salary_min_cny_month,salary_max_cny_month,summary,display_disclaimer,claim_level,data_split
JOB-AI-ALG-0032,ROLE-AI-ALG,AI算法工程师（实习/校招）,企业服务,杭州,remote,campus,bachelor_or_equivalent,internship,11500,15500,参与AI算法工程师相关项目，重点使用Docker容器、书面沟通、项目交付、职业伦理与隐私、Python编程、数据结构与算法；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0033,ROLE-AI-ALG,AI算法工程师（实习/校招）,智能制造,上海,onsite,campus,bachelor_or_equivalent,full_time,12000,16000,参与AI算法工程师相关项目，重点使用书面沟通、项目交付、职业伦理与隐私、Python编程、数据结构与算法、数据清洗；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0034,ROLE-AI-ALG,AI算法工程师（实习/校招）,教育科技,北京,hybrid,campus,bachelor_or_equivalent,internship,12000,16000,参与AI算法工程师相关项目，重点使用项目交付、职业伦理与隐私、Python编程、数据结构与算法、数据清洗、统计学基础；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0035,ROLE-AI-ALG,AI算法工程师（实习/校招）,零售科技,深圳,remote,campus,bachelor_or_equivalent,full_time,12000,16000,参与AI算法工程师相关项目，重点使用职业伦理与隐私、Python编程、数据结构与算法、数据清洗、统计学基础、线性代数；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0036,ROLE-AI-ALG,AI算法工程师（实习/校招）,金融科技,南京,onsite,campus,bachelor_or_equivalent,internship,10500,14500,参与AI算法工程师相关项目，重点使用Python编程、数据结构与算法、数据清洗、统计学基础、线性代数、微积分与优化；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0037,ROLE-AI-ALG,AI算法工程师（实习/校招）,医疗信息化,成都,hybrid,campus,bachelor_or_equivalent,full_time,9500,13500,参与AI算法工程师相关项目，重点使用数据结构与算法、数据清洗、统计学基础、线性代数、微积分与优化、机器学习；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0038,ROLE-AI-ALG,AI算法工程师（实习/校招）,物流科技,武汉,remote,campus,bachelor_or_equivalent,internship,9500,13500,参与AI算法工程师相关项目，重点使用数据清洗、统计学基础、线性代数、微积分与优化、机器学习、特征工程；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0039,ROLE-AI-ALG,AI算法工程师（实习/校招）,内容平台,西安,onsite,campus,bachelor_or_equivalent,full_time,9000,13000,参与AI算法工程师相关项目，重点使用统计学基础、线性代数、微积分与优化、机器学习、特征工程、模型评估；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0040,ROLE-AI-ALG,AI算法工程师（实习/校招）,企业服务,杭州,hybrid,campus,bachelor_or_equivalent,internship,11500,15500,参与AI算法工程师相关项目，重点使用线性代数、微积分与优化、机器学习、特征工程、模型评估、深度学习；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0041,ROLE-AI-ALG,AI算法工程师（实习/校招）,智能制造,上海,remote,campus,bachelor_or_equivalent,full_time,12000,16000,参与AI算法工程师相关项目，重点使用微积分与优化、机器学习、特征工程、模型评估、深度学习、自然语言处理；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0042,ROLE-AI-ALG,AI算法工程师（实习/校招）,教育科技,北京,onsite,campus,bachelor_or_equivalent,internship,12000,16000,参与AI算法工程师相关项目，重点使用机器学习、特征工程、模型评估、深度学习、自然语言处理、模型调优；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0043,ROLE-AI-ALG,AI算法工程师（实习/校招）,零售科技,深圳,hybrid,campus,bachelor_or_equivalent,full_time,12000,16000,参与AI算法工程师相关项目，重点使用特征工程、模型评估、深度学习、自然语言处理、模型调优、大模型基础；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0044,ROLE-AI-ALG,AI算法工程师（实习/校招）,金融科技,南京,remote,campus,bachelor_or_equivalent,internship,10500,14500,参与AI算法工程师相关项目，重点使用模型评估、深度学习、自然语言处理、模型调优、大模型基础、Git版本控制；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0045,ROLE-AI-ALG,AI算法工程师（实习/校招）,医疗信息化,成都,onsite,campus,bachelor_or_equivalent,full_time,9500,13500,参与AI算法工程师相关项目，重点使用深度学习、自然语言处理、模型调优、大模型基础、Git版本控制、Docker容器；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0046,ROLE-AI-ALG,AI算法工程师（实习/校招）,物流科技,武汉,hybrid,campus,bachelor_or_equivalent,internship,9500,13500,参与AI算法工程师相关项目，重点使用自然语言处理、模型调优、大模型基础、Git版本控制、Docker容器、书面沟通；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0047,ROLE-AI-ALG,AI算法工程师（实习/校招）,内容平台,西安,remote,campus,bachelor_or_equivalent,full_time,9000,13000,参与AI算法工程师相关项目，重点使用模型调优、大模型基础、Git版本控制、Docker容器、书面沟通、项目交付；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0048,ROLE-AI-ALG,AI算法工程师（实习/校招）,企业服务,杭州,onsite,campus,bachelor_or_equivalent,internship,11500,15500,参与AI算法工程师相关项目，重点使用大模型基础、Git版本控制、Docker容器、书面沟通、项目交付、职业伦理与隐私；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0049,ROLE-AI-ALG,AI算法工程师（实习/校招）,智能制造,上海,hybrid,campus,bachelor_or_equivalent,full_time,12000,16000,参与AI算法工程师相关项目，重点使用Git版本控制、Docker容器、书面沟通、项目交付、职业伦理与隐私、Python编程；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0050,ROLE-AI-ALG,AI算法工程师（实习/校招）,教育科技,北京,remote,campus,bachelor_or_equivalent,internship,12000,16000,参与AI算法工程师相关项目，重点使用Docker容器、书面沟通、项目交付、职业伦理与隐私、Python编程、数据结构与算法；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0051,ROLE-AI-ALG,AI算法工程师（实习/校招）,零售科技,深圳,onsite,campus,bachelor_or_equivalent,full_time,12000,16000,参与AI算法工程师相关项目，重点使用书面沟通、项目交付、职业伦理与隐私、Python编程、数据结构与算法、数据清洗；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0052,ROLE-AI-ALG,AI算法工程师（实习/校招）,金融科技,南京,hybrid,campus,bachelor_or_equivalent,internship,10500,14500,参与AI算法工程师相关项目，重点使用项目交付、职业伦理与隐私、Python编程、数据结构与算法、数据清洗、统计学基础；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0053,ROLE-AI-ALG,AI算法工程师（实习/校招）,医疗信息化,成都,remote,campus,bachelor_or_equivalent,full_time,9500,13500,参与AI算法工程师相关项目，重点使用职业伦理与隐私、Python编程、数据结构与算法、数据清洗、统计学基础、线性代数；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0054,ROLE-AI-ALG,AI算法工程师（实习/校招）,物流科技,武汉,onsite,campus,bachelor_or_equivalent,internship,9500,13500,参与AI算法工程师相关项目，重点使用Python编程、数据结构与算法、数据清洗、统计学基础、线性代数、微积分与优化；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0055,ROLE-AI-ALG,AI算法工程师（实习/校招）,内容平台,西安,hybrid,campus,bachelor_or_equivalent,full_time,9000,13000,参与AI算法工程师相关项目，重点使用数据结构与算法、数据清洗、统计学基础、线性代数、微积分与优化、机器学习；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0056,ROLE-AI-ALG,AI算法工程师（实习/校招）,企业服务,杭州,remote,campus,bachelor_or_equivalent,internship,11500,15500,参与AI算法工程师相关项目，重点使用数据清洗、统计学基础、线性代数、微积分与优化、机器学习、特征工程；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0057,ROLE-AI-ALG,AI算法工程师（实习/校招）,智能制造,上海,onsite,campus,bachelor_or_equivalent,full_time,12000,16000,参与AI算法工程师相关项目，重点使用统计学基础、线性代数、微积分与优化、机器学习、特征工程、模型评估；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0058,ROLE-AI-ALG,AI算法工程师（实习/校招）,教育科技,北京,hybrid,campus,bachelor_or_equivalent,internship,12000,16000,参与AI算法工程师相关项目，重点使用线性代数、微积分与优化、机器学习、特征工程、模型评估、深度学习；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0059,ROLE-AI-ALG,AI算法工程师（实习/校招）,零售科技,深圳,remote,campus,bachelor_or_equivalent,full_time,12000,16000,参与AI算法工程师相关项目，重点使用微积分与优化、机器学习、特征工程、模型评估、深度学习、自然语言处理；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0060,ROLE-AI-ALG,AI算法工程师（实习/校招）,金融科技,南京,onsite,campus,bachelor_or_equivalent,internship,10500,14500,参与AI算法工程师相关项目，重点使用机器学习、特征工程、模型评估、深度学习、自然语言处理、模型调优；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0061,ROLE-AI-ALG,AI算法工程师（实习/校招）,医疗信息化,成都,hybrid,campus,bachelor_or_equivalent,full_time,9500,13500,参与AI算法工程师相关项目，重点使用特征工程、模型评估、深度学习、自然语言处理、模型调优、大模型基础；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0062,ROLE-AI-ALG,AI算法工程师（实习/校招）,物流科技,武汉,remote,campus,bachelor_or_equivalent,internship,9500,13500,参与AI算法工程师相关项目，重点使用模型评估、深度学习、自然语言处理、模型调优、大模型基础、Git版本控制；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0063,ROLE-AI-ALG,AI算法工程师（实习/校招）,内容平台,西安,onsite,campus,bachelor_or_equivalent,full_time,9000,13000,参与AI算法工程师相关项目，重点使用深度学习、自然语言处理、模型调优、大模型基础、Git版本控制、Docker容器；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0064,ROLE-AI-ALG,AI算法工程师（实习/校招）,企业服务,杭州,hybrid,campus,bachelor_or_equivalent,internship,11500,15500,参与AI算法工程师相关项目，重点使用自然语言处理、模型调优、大模型基础、Git版本控制、Docker容器、书面沟通；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0065,ROLE-AI-ALG,AI算法工程师（实习/校招）,智能制造,上海,remote,campus,bachelor_or_equivalent,full_time,12000,16000,参与AI算法工程师相关项目，重点使用模型调优、大模型基础、Git版本控制、Docker容器、书面沟通、项目交付；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0066,ROLE-AI-ALG,AI算法工程师（实习/校招）,教育科技,北京,onsite,campus,bachelor_or_equivalent,internship,12000,16000,参与AI算法工程师相关项目，重点使用大模型基础、Git版本控制、Docker容器、书面沟通、项目交付、职业伦理与隐私；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0067,ROLE-AI-ALG,AI算法工程师（实习/校招）,零售科技,深圳,hybrid,campus,bachelor_or_equivalent,full_time,12000,16000,参与AI算法工程师相关项目，重点使用Git版本控制、Docker容器、书面沟通、项目交付、职业伦理与隐私、Python编程；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0068,ROLE-AI-ALG,AI算法工程师（实习/校招）,金融科技,南京,remote,campus,bachelor_or_equivalent,internship,10500,14500,参与AI算法工程师相关项目，重点使用Docker容器、书面沟通、项目交付、职业伦理与隐私、Python编程、数据结构与算法；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0069,ROLE-AI-ALG,AI算法工程师（实习/校招）,医疗信息化,成都,onsite,campus,bachelor_or_equivalent,full_time,9500,13500,参与AI算法工程师相关项目，重点使用书面沟通、项目交付、职业伦理与隐私、Python编程、数据结构与算法、数据清洗；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0070,ROLE-AI-ALG,AI算法工程师（实习/校招）,物流科技,武汉,hybrid,campus,bachelor_or_equivalent,internship,9500,13500,参与AI算法工程师相关项目，重点使用项目交付、职业伦理与隐私、Python编程、数据结构与算法、数据清洗、统计学基础；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0071,ROLE-AI-ALG,AI算法工程师（实习/校招）,内容平台,西安,remote,campus,bachelor_or_equivalent,full_time,9000,13000,参与AI算法工程师相关项目，重点使用职业伦理与隐私、Python编程、数据结构与算法、数据清洗、统计学基础、线性代数；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0072,ROLE-AI-ALG,AI算法工程师（实习/校招）,企业服务,杭州,onsite,campus,bachelor_or_equivalent,internship,11500,15500,参与AI算法工程师相关项目，重点使用Python编程、数据结构与算法、数据清洗、统计学基础、线性代数、微积分与优化；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0073,ROLE-AI-ALG,AI算法工程师（实习/校招）,智能制造,上海,hybrid,campus,bachelor_or_equivalent,full_time,12000,16000,参与AI算法工程师相关项目，重点使用数据结构与算法、数据清洗、统计学基础、线性代数、微积分与优化、机器学习；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0074,ROLE-AI-ALG,AI算法工程师（实习/校招）,教育科技,北京,remote,campus,bachelor_or_equivalent,internship,12000,16000,参与AI算法工程师相关项目，重点使用数据清洗、统计学基础、线性代数、微积分与优化、机器学习、特征工程；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0075,ROLE-AI-ALG,AI算法工程师（实习/校招）,零售科技,深圳,onsite,campus,bachelor_or_equivalent,full_time,12000,16000,参与AI算法工程师相关项目，重点使用统计学基础、线性代数、微积分与优化、机器学习、特征工程、模型评估；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
JOB-AI-ALG-0076,ROLE-AI-ALG,AI算法工程师（实习/校招）,金融科技,南京,hybrid,campus,bachelor_or_equivalent,internship,10500,14500,参与AI算法工程师相关项目，重点使用线性代数、微积分与优化、机器学习、特征工程、模型评估、深度学习；岗位、企业和薪资均为演示数据。,模拟岗位/演示数据，不代表真实招聘机会,synthetic,dev
