scenario_id,module_id,module_name,difficulty,target_role_id,target_user_stage,title,context,initial_prompt,expected_actions,rubric_json,red_flags,privacy_focus,schema_version,origin,is_synthetic,source_ids,generated_at,confidence,claim_level,verification_status,last_verified_at,license_scope,is_market_fact,data_split
SCN-REMOTE-16,SCN-REMOTE,远程协作,beginner,ROLE-AI-ALG,student,远程协作案例16,项目延期但信息未同步。参与者需要在信息较完整的条件下作出回应。,你会如何处理“项目延期但信息未同步”？请先说明需要确认的信息，再给出行动步骤。,复述目标|澄清截止时间|明确负责人|记录决策|约定下一次同步,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",只催进度|公开指责成员|不记录结论|承诺无法完成的时间,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-REMOTE-17,SCN-REMOTE,远程协作,intermediate,ROLE-AI-APP,newcomer,远程协作案例17,跨时区成员对需求理解不一致。参与者需要在存在两处信息缺口的条件下作出回应。,你会如何处理“跨时区成员对需求理解不一致”？请先说明需要确认的信息，再给出行动步骤。,复述目标|澄清截止时间|明确负责人|记录决策|约定下一次同步,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",只催进度|公开指责成员|不记录结论|承诺无法完成的时间,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-REMOTE-18,SCN-REMOTE,远程协作,advanced,ROLE-DATA,student,远程协作案例18,线上会议没有明确责任人。参与者需要在时间紧张且多方目标冲突的条件下作出回应。,你会如何处理“线上会议没有明确责任人”？请先说明需要确认的信息，再给出行动步骤。,复述目标|澄清截止时间|明确负责人|记录决策|约定下一次同步,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",只催进度|公开指责成员|不记录结论|承诺无法完成的时间,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-REMOTE-19,SCN-REMOTE,远程协作,beginner,ROLE-AI-ALG,newcomer,远程协作案例19,代码审查意见存在分歧。参与者需要在信息较完整的条件下作出回应。,你会如何处理“代码审查意见存在分歧”？请先说明需要确认的信息，再给出行动步骤。,复述目标|澄清截止时间|明确负责人|记录决策|约定下一次同步,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",只催进度|公开指责成员|不记录结论|承诺无法完成的时间,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-REMOTE-20,SCN-REMOTE,远程协作,intermediate,ROLE-AI-APP,student,远程协作案例20,异步沟通遗漏关键背景。参与者需要在存在两处信息缺口的条件下作出回应。,你会如何处理“异步沟通遗漏关键背景”？请先说明需要确认的信息，再给出行动步骤。,复述目标|澄清截止时间|明确负责人|记录决策|约定下一次同步,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",只催进度|公开指责成员|不记录结论|承诺无法完成的时间,medium,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-01,SCN-AI-OFFICE,AI辅助办公,beginner,ROLE-AI-ALG,newcomer,AI辅助办公案例01,使用AI总结含有个人信息的材料。参与者需要在信息较完整的条件下作出回应。,你会如何处理“使用AI总结含有个人信息的材料”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-02,SCN-AI-OFFICE,AI辅助办公,intermediate,ROLE-AI-APP,student,AI辅助办公案例02,AI生成的数据结论缺少来源。参与者需要在存在两处信息缺口的条件下作出回应。,你会如何处理“AI生成的数据结论缺少来源”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-03,SCN-AI-OFFICE,AI辅助办公,advanced,ROLE-DATA,newcomer,AI辅助办公案例03,需要用AI整理会议纪要。参与者需要在时间紧张且多方目标冲突的条件下作出回应。,你会如何处理“需要用AI整理会议纪要”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-04,SCN-AI-OFFICE,AI辅助办公,beginner,ROLE-AI-ALG,student,AI辅助办公案例04,模型输出与原始表格冲突。参与者需要在信息较完整的条件下作出回应。,你会如何处理“模型输出与原始表格冲突”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-05,SCN-AI-OFFICE,AI辅助办公,intermediate,ROLE-AI-APP,newcomer,AI辅助办公案例05,需要决定哪些内容可以发送给外部模型。参与者需要在存在两处信息缺口的条件下作出回应。,你会如何处理“需要决定哪些内容可以发送给外部模型”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-06,SCN-AI-OFFICE,AI辅助办公,advanced,ROLE-DATA,student,AI辅助办公案例06,使用AI总结含有个人信息的材料。参与者需要在时间紧张且多方目标冲突的条件下作出回应。,你会如何处理“使用AI总结含有个人信息的材料”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-07,SCN-AI-OFFICE,AI辅助办公,beginner,ROLE-AI-ALG,newcomer,AI辅助办公案例07,AI生成的数据结论缺少来源。参与者需要在信息较完整的条件下作出回应。,你会如何处理“AI生成的数据结论缺少来源”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-08,SCN-AI-OFFICE,AI辅助办公,intermediate,ROLE-AI-APP,student,AI辅助办公案例08,需要用AI整理会议纪要。参与者需要在存在两处信息缺口的条件下作出回应。,你会如何处理“需要用AI整理会议纪要”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-09,SCN-AI-OFFICE,AI辅助办公,advanced,ROLE-DATA,newcomer,AI辅助办公案例09,模型输出与原始表格冲突。参与者需要在时间紧张且多方目标冲突的条件下作出回应。,你会如何处理“模型输出与原始表格冲突”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-10,SCN-AI-OFFICE,AI辅助办公,beginner,ROLE-AI-ALG,student,AI辅助办公案例10,需要决定哪些内容可以发送给外部模型。参与者需要在信息较完整的条件下作出回应。,你会如何处理“需要决定哪些内容可以发送给外部模型”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-11,SCN-AI-OFFICE,AI辅助办公,intermediate,ROLE-AI-APP,newcomer,AI辅助办公案例11,使用AI总结含有个人信息的材料。参与者需要在存在两处信息缺口的条件下作出回应。,你会如何处理“使用AI总结含有个人信息的材料”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-12,SCN-AI-OFFICE,AI辅助办公,advanced,ROLE-DATA,student,AI辅助办公案例12,AI生成的数据结论缺少来源。参与者需要在时间紧张且多方目标冲突的条件下作出回应。,你会如何处理“AI生成的数据结论缺少来源”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-13,SCN-AI-OFFICE,AI辅助办公,beginner,ROLE-AI-ALG,newcomer,AI辅助办公案例13,需要用AI整理会议纪要。参与者需要在信息较完整的条件下作出回应。,你会如何处理“需要用AI整理会议纪要”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-14,SCN-AI-OFFICE,AI辅助办公,intermediate,ROLE-AI-APP,student,AI辅助办公案例14,模型输出与原始表格冲突。参与者需要在存在两处信息缺口的条件下作出回应。,你会如何处理“模型输出与原始表格冲突”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-15,SCN-AI-OFFICE,AI辅助办公,advanced,ROLE-DATA,newcomer,AI辅助办公案例15,需要决定哪些内容可以发送给外部模型。参与者需要在时间紧张且多方目标冲突的条件下作出回应。,你会如何处理“需要决定哪些内容可以发送给外部模型”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-16,SCN-AI-OFFICE,AI辅助办公,beginner,ROLE-AI-ALG,student,AI辅助办公案例16,使用AI总结含有个人信息的材料。参与者需要在信息较完整的条件下作出回应。,你会如何处理“使用AI总结含有个人信息的材料”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-17,SCN-AI-OFFICE,AI辅助办公,intermediate,ROLE-AI-APP,newcomer,AI辅助办公案例17,AI生成的数据结论缺少来源。参与者需要在存在两处信息缺口的条件下作出回应。,你会如何处理“AI生成的数据结论缺少来源”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-18,SCN-AI-OFFICE,AI辅助办公,advanced,ROLE-DATA,student,AI辅助办公案例18,需要用AI整理会议纪要。参与者需要在时间紧张且多方目标冲突的条件下作出回应。,你会如何处理“需要用AI整理会议纪要”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-19,SCN-AI-OFFICE,AI辅助办公,beginner,ROLE-AI-ALG,newcomer,AI辅助办公案例19,模型输出与原始表格冲突。参与者需要在信息较完整的条件下作出回应。,你会如何处理“模型输出与原始表格冲突”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
SCN-AI-OFFICE-20,SCN-AI-OFFICE,AI辅助办公,intermediate,ROLE-AI-APP,student,AI辅助办公案例20,需要决定哪些内容可以发送给外部模型。参与者需要在存在两处信息缺口的条件下作出回应。,你会如何处理“需要决定哪些内容可以发送给外部模型”？请先说明需要确认的信息，再给出行动步骤。,识别敏感信息|最小化输入|核对原始资料|标注不确定性|保留人工确认,"{""task_completion"":25,""clarification"":20,""evidence_and_privacy"":20,""collaboration"":20,""reflection"":15}",上传完整个人资料|直接采用未核验结论|伪造引用|隐藏AI参与,high,1.1.0,synthetic,true,SRC-SYNTH|SRC-PIPL,2026-09-05T00:00:00+08:00,0.93,synthetic,not_applicable,,reference_only,false,dev
