resource_id,resource_type,title,provider,url,difficulty,estimated_hours,cost_type,language,prerequisite_score,verified_individual_page,page_kind,metadata_scope,estimated_hours_is_simulated,summary,schema_version,origin,is_synthetic,source_ids,generated_at,confidence,claim_level,verification_status,last_verified_at,license_scope,is_market_fact,data_split
RES-0010,verified_course_metadata,AI+能源：油气行业的智能化变革与实践,中国石油大学（北京）,https://higher.smartedu.cn/course/lmc/69ba1cef0976b58e126c484f,intermediate,20,free_or_demo,zh-CN,50,true,course_series,标题、提供方、链接和页面类型,true,仅保存官方页面公开元数据；课程内容、状态和适用对象以原页面为准。,1.2.0,public_metadata,false,SRC-SMARTEDU,2026-09-13T00:00:00+08:00,0.97,verified_primary,verified,2026-09-05,metadata_only,false,dev
RES-0011,verified_course_metadata,国产大模型通义千问介绍及应用,阿里云计算有限公司,https://higher.smartedu.cn/course/lmc/67d3d09392941a01a154a9e2,intermediate,10,free_or_demo,zh-CN,50,true,course_series,标题、提供方、链接和页面类型,true,仅保存官方页面公开元数据；课程内容、状态和适用对象以原页面为准。,1.2.0,public_metadata,false,SRC-SMARTEDU,2026-09-13T00:00:00+08:00,0.97,verified_primary,verified,2026-09-05,metadata_only,false,dev
RES-0034,public_catalog_topic_card,API设计课程主题卡（intermediate）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,18,free_or_demo,zh-CN,50,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为API设计整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0039,public_catalog_topic_card,监控与可观测性课程主题卡（beginner）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,23,free_or_demo,zh-CN,20,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为监控与可观测性整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0055,public_catalog_topic_card,自主学习课程主题卡（intermediate）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,39,free_or_demo,zh-CN,50,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为自主学习整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0071,public_catalog_topic_card,统计学基础课程主题卡（advanced）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,27,free_or_demo,zh-CN,70,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为统计学基础整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0076,public_catalog_topic_card,实验与A/B测试课程主题卡（intermediate）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,32,free_or_demo,zh-CN,50,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为实验与A/B测试整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0092,public_catalog_topic_card,AI安全与评测课程主题卡（advanced）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,20,free_or_demo,zh-CN,70,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为AI安全与评测整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0108,public_catalog_topic_card,书面沟通课程主题卡（beginner）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,36,free_or_demo,zh-CN,20,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为书面沟通整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0113,public_catalog_topic_card,时间管理课程主题卡（advanced）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,13,free_or_demo,zh-CN,70,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为时间管理整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0023,public_catalog_topic_card,自然语言处理课程主题卡（advanced）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,35,free_or_demo,zh-CN,70,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为自然语言处理整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0024,public_catalog_topic_card,模型调优课程主题卡（beginner）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,36,free_or_demo,zh-CN,20,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为模型调优整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0025,public_catalog_topic_card,大模型基础课程主题卡（intermediate）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,37,free_or_demo,zh-CN,50,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为大模型基础整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0026,public_catalog_topic_card,提示词设计课程主题卡（advanced）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,38,free_or_demo,zh-CN,70,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为提示词设计整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0027,public_catalog_topic_card,RAG应用课程主题卡（beginner）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,39,free_or_demo,zh-CN,20,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为RAG应用整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0028,public_catalog_topic_card,向量数据库课程主题卡（intermediate）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,12,free_or_demo,zh-CN,50,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为向量数据库整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0029,public_catalog_topic_card,智能体开发课程主题卡（advanced）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,13,free_or_demo,zh-CN,70,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为智能体开发整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0030,public_catalog_topic_card,MCP与工具调用课程主题卡（beginner）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,14,free_or_demo,zh-CN,20,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为MCP与工具调用整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0031,public_catalog_topic_card,模型微调课程主题卡（intermediate）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,15,free_or_demo,zh-CN,50,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为模型微调整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0032,public_catalog_topic_card,AI安全与评测课程主题卡（advanced）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,16,free_or_demo,zh-CN,70,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为AI安全与评测整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0033,public_catalog_topic_card,Git版本控制课程主题卡（beginner）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,17,free_or_demo,zh-CN,20,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为Git版本控制整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0035,public_catalog_topic_card,后端服务开发课程主题卡（advanced）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,19,free_or_demo,zh-CN,70,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为后端服务开发整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0036,public_catalog_topic_card,Docker容器课程主题卡（beginner）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,20,free_or_demo,zh-CN,20,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为Docker容器整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0037,public_catalog_topic_card,CI/CD课程主题卡（intermediate）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,21,free_or_demo,zh-CN,50,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为CI/CD整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0038,public_catalog_topic_card,云端部署课程主题卡（advanced）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,22,free_or_demo,zh-CN,70,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为云端部署整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0040,public_catalog_topic_card,数据工程管道课程主题卡（intermediate）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,24,free_or_demo,zh-CN,50,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为数据工程管道整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0041,public_catalog_topic_card,问题拆解课程主题卡（advanced）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,25,free_or_demo,zh-CN,70,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为问题拆解整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0042,public_catalog_topic_card,系统思维课程主题卡（beginner）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,beginner,26,free_or_demo,zh-CN,20,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为系统思维整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0043,public_catalog_topic_card,需求分析课程主题卡（intermediate）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,intermediate,27,free_or_demo,zh-CN,50,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为需求分析整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0044,public_catalog_topic_card,用户研究课程主题卡（advanced）,参赛团队（基于国家高等教育智慧教育平台目录派生）,https://higher.smartedu.cn/ai2026,advanced,28,free_or_demo,zh-CN,70,false,derived_topic_card,参赛团队基于公开目录派生,true,参赛团队根据公开目录为用户研究整理的学习主题，不对应一门官方课程。,1.2.0,derived,true,SRC-SMARTEDU|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,primary_derived,derived,,reference_only,false,dev
RES-0129,synthetic_project,SQL实践项目-009,系统实践任务库,,beginner,30,free_or_demo,zh-CN,20,false,synthetic,参赛团队生成,true,围绕SQL完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0145,synthetic_project,大模型基础实践项目-025,系统实践任务库,,intermediate,11,free_or_demo,zh-CN,50,false,synthetic,参赛团队生成,true,围绕大模型基础完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0150,synthetic_project,MCP与工具调用实践项目-030,系统实践任务库,,beginner,16,free_or_demo,zh-CN,20,false,synthetic,参赛团队生成,true,围绕MCP与工具调用完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0166,synthetic_project,业务理解实践项目-046,系统实践任务库,,intermediate,32,free_or_demo,zh-CN,50,false,synthetic,参赛团队生成,true,围绕业务理解完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0182,synthetic_project,数据结构与算法实践项目-062,系统实践任务库,,advanced,13,free_or_demo,zh-CN,70,false,synthetic,参赛团队生成,true,围绕数据结构与算法完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0187,synthetic_project,软件工程实践项目-067,系统实践任务库,,intermediate,18,free_or_demo,zh-CN,50,false,synthetic,参赛团队生成,true,围绕软件工程完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0203,synthetic_project,自然语言处理实践项目-083,系统实践任务库,,advanced,34,free_or_demo,zh-CN,70,false,synthetic,参赛团队生成,true,围绕自然语言处理完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0219,synthetic_project,监控与可观测性实践项目-099,系统实践任务库,,beginner,15,free_or_demo,zh-CN,20,false,synthetic,参赛团队生成,true,围绕监控与可观测性完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0224,synthetic_project,用户研究实践项目-104,系统实践任务库,,advanced,20,free_or_demo,zh-CN,70,false,synthetic,参赛团队生成,true,围绕用户研究完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0240,synthetic_project,职业探索实践项目-120,系统实践任务库,,beginner,36,free_or_demo,zh-CN,20,false,synthetic,参赛团队生成,true,围绕职业探索完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0256,synthetic_project,实验与A/B测试实践项目-136,系统实践任务库,,intermediate,17,free_or_demo,zh-CN,50,false,synthetic,参赛团队生成,true,围绕实验与A/B测试完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0261,synthetic_project,模型评估实践项目-141,系统实践任务库,,beginner,22,free_or_demo,zh-CN,20,false,synthetic,参赛团队生成,true,围绕模型评估完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0277,synthetic_project,CI/CD实践项目-157,系统实践任务库,,intermediate,38,free_or_demo,zh-CN,50,false,synthetic,参赛团队生成,true,围绕CI/CD完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0293,synthetic_project,时间管理实践项目-173,系统实践任务库,,advanced,19,free_or_demo,zh-CN,70,false,synthetic,参赛团队生成,true,围绕时间管理完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0298,synthetic_project,项目交付实践项目-178,系统实践任务库,,intermediate,24,free_or_demo,zh-CN,50,false,synthetic,参赛团队生成,true,围绕项目交付完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0314,synthetic_project,Excel与BI工具实践项目-194,系统实践任务库,,advanced,40,free_or_demo,zh-CN,70,false,synthetic,参赛团队生成,true,围绕Excel与BI工具完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0330,synthetic_project,MCP与工具调用实践项目-210,系统实践任务库,,beginner,21,free_or_demo,zh-CN,20,false,synthetic,参赛团队生成,true,围绕MCP与工具调用完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0335,synthetic_project,后端服务开发实践项目-215,系统实践任务库,,advanced,26,free_or_demo,zh-CN,70,false,synthetic,参赛团队生成,true,围绕后端服务开发完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0351,synthetic_project,远程协作实践项目-231,系统实践任务库,,beginner,7,free_or_demo,zh-CN,20,false,synthetic,参赛团队生成,true,围绕远程协作完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0367,synthetic_project,软件工程实践项目-247,系统实践任务库,,intermediate,23,free_or_demo,zh-CN,50,false,synthetic,参赛团队生成,true,围绕软件工程完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0372,synthetic_project,探索性数据分析实践项目-252,系统实践任务库,,beginner,28,free_or_demo,zh-CN,20,false,synthetic,参赛团队生成,true,围绕探索性数据分析完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0388,synthetic_project,向量数据库实践项目-268,系统实践任务库,,intermediate,9,free_or_demo,zh-CN,50,false,synthetic,参赛团队生成,true,围绕向量数据库完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0404,synthetic_project,用户研究实践项目-284,系统实践任务库,,advanced,25,free_or_demo,zh-CN,70,false,synthetic,参赛团队生成,true,围绕用户研究完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0409,synthetic_project,表达与汇报实践项目-289,系统实践任务库,,intermediate,30,free_or_demo,zh-CN,50,false,synthetic,参赛团队生成,true,围绕表达与汇报完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0121,synthetic_project,Python编程实践项目-001,系统实践任务库,,intermediate,22,free_or_demo,zh-CN,50,false,synthetic,参赛团队生成,true,围绕Python编程完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
RES-0122,synthetic_project,数据结构与算法实践项目-002,系统实践任务库,,advanced,23,free_or_demo,zh-CN,70,false,synthetic,参赛团队生成,true,围绕数据结构与算法完成可运行成果、说明文档和复盘。,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
