user_id,persona_code,is_golden,stage,age_band,major,education_level,academic_or_job_status,experience_months,weekly_learning_hours,target_role_id,secondary_role_id,preferred_city,preferred_work_mode,career_goal,current_challenge,consent_status,data_retention_days,created_at,schema_version,origin,is_synthetic,source_ids,generated_at,confidence,claim_level,verification_status,last_verified_at,license_scope,is_market_fact,data_split
USER-S003,BULK-S003,false,student,18-22,数据科学与大数据技术,master,硕士一年级,3,9,ROLE-DATA,ROLE-AI-ALG,深圳,hybrid,在3至5年内成长为能够独立交付项目的数据分析师,课程较多，需要控制每周学习负担,granted_for_demo,365,2025-08-03T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S004,BULK-S004,false,student,18-22,智能科学与技术,bachelor,本科大二,4,10,ROLE-AI-ALG,ROLE-AI-APP,西安,onsite,在3至5年内成长为能够独立交付项目的AI算法工程师,缺少能够证明能力的项目,granted_for_demo,365,2025-08-29T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S005,BULK-S005,false,student,18-22,信息管理与信息系统,bachelor,本科大三,5,11,ROLE-AI-APP,ROLE-DATA,南京,remote,在3至5年内成长为能够独立交付项目的AI应用开发工程师,面试表达与项目复盘不足,granted_for_demo,365,2025-04-05T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S006,BULK-S006,false,student,18-22,计算机科学与技术,bachelor,本科大四,6,12,ROLE-DATA,ROLE-AI-ALG,杭州,onsite,在3至5年内成长为能够独立交付项目的数据分析师,课程较多，需要控制每周学习负担,granted_for_demo,365,2025-09-19T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S007,BULK-S007,false,student,18-22,软件工程,master,硕士一年级,7,13,ROLE-AI-ALG,ROLE-AI-APP,深圳,onsite,在3至5年内成长为能够独立交付项目的AI算法工程师,面试表达与项目复盘不足,granted_for_demo,365,2025-06-08T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S008,BULK-S008,false,student,18-22,数据科学与大数据技术,bachelor,本科大二,8,14,ROLE-AI-APP,ROLE-DATA,深圳,remote,在3至5年内成长为能够独立交付项目的AI应用开发工程师,缺少能够证明能力的项目,granted_for_demo,365,2025-11-02T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S009,BULK-S009,false,student,18-22,智能科学与技术,bachelor,本科大三,9,15,ROLE-DATA,ROLE-AI-ALG,杭州,onsite,在3至5年内成长为能够独立交付项目的数据分析师,面试表达与项目复盘不足,granted_for_demo,365,2025-10-20T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S010,BULK-S010,false,student,18-22,信息管理与信息系统,bachelor,本科大四,10,16,ROLE-AI-ALG,ROLE-AI-APP,北京,remote,在3至5年内成长为能够独立交付项目的AI算法工程师,目标岗位选择仍在比较,granted_for_demo,365,2025-08-07T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S011,BULK-S011,false,student,18-22,计算机科学与技术,master,硕士一年级,11,6,ROLE-AI-APP,ROLE-DATA,上海,remote,在3至5年内成长为能够独立交付项目的AI应用开发工程师,面试表达与项目复盘不足,granted_for_demo,365,2025-05-06T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S012,BULK-S012,false,student,18-22,软件工程,bachelor,本科大二,12,7,ROLE-DATA,ROLE-AI-ALG,成都,remote,在3至5年内成长为能够独立交付项目的数据分析师,课程较多，需要控制每周学习负担,granted_for_demo,365,2025-07-01T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S013,BULK-S013,false,student,18-22,数据科学与大数据技术,bachelor,本科大三,0,8,ROLE-AI-ALG,ROLE-AI-APP,南京,onsite,在3至5年内成长为能够独立交付项目的AI算法工程师,面试表达与项目复盘不足,granted_for_demo,365,2025-04-19T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S014,BULK-S014,false,student,18-22,智能科学与技术,bachelor,本科大四,1,9,ROLE-AI-APP,ROLE-DATA,南京,hybrid,在3至5年内成长为能够独立交付项目的AI应用开发工程师,面试表达与项目复盘不足,granted_for_demo,365,2025-08-23T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S015,BULK-S015,false,student,18-22,信息管理与信息系统,master,硕士一年级,2,10,ROLE-DATA,ROLE-AI-ALG,成都,remote,在3至5年内成长为能够独立交付项目的数据分析师,面试表达与项目复盘不足,granted_for_demo,365,2025-04-16T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S016,BULK-S016,false,student,18-22,计算机科学与技术,bachelor,本科大二,3,11,ROLE-AI-ALG,ROLE-AI-APP,南京,hybrid,在3至5年内成长为能够独立交付项目的AI算法工程师,课程较多，需要控制每周学习负担,granted_for_demo,365,2025-11-08T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S017,BULK-S017,false,student,18-22,软件工程,bachelor,本科大三,4,12,ROLE-AI-APP,ROLE-DATA,杭州,onsite,在3至5年内成长为能够独立交付项目的AI应用开发工程师,目标岗位选择仍在比较,granted_for_demo,365,2025-09-02T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S018,BULK-S018,false,student,18-22,数据科学与大数据技术,bachelor,本科大四,5,13,ROLE-DATA,ROLE-AI-ALG,杭州,remote,在3至5年内成长为能够独立交付项目的数据分析师,面试表达与项目复盘不足,granted_for_demo,365,2025-11-06T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S019,BULK-S019,false,student,18-22,智能科学与技术,master,硕士一年级,6,14,ROLE-AI-ALG,ROLE-AI-APP,成都,hybrid,在3至5年内成长为能够独立交付项目的AI算法工程师,面试表达与项目复盘不足,granted_for_demo,365,2025-05-03T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S020,BULK-S020,false,student,18-22,信息管理与信息系统,bachelor,本科大二,7,15,ROLE-AI-APP,ROLE-DATA,杭州,hybrid,在3至5年内成长为能够独立交付项目的AI应用开发工程师,目标岗位选择仍在比较,granted_for_demo,365,2025-09-13T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S021,BULK-S021,false,student,18-22,计算机科学与技术,bachelor,本科大三,8,16,ROLE-DATA,ROLE-AI-ALG,成都,hybrid,在3至5年内成长为能够独立交付项目的数据分析师,缺少能够证明能力的项目,granted_for_demo,365,2025-09-09T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S022,BULK-S022,false,student,18-22,软件工程,bachelor,本科大四,9,6,ROLE-AI-ALG,ROLE-AI-APP,南京,onsite,在3至5年内成长为能够独立交付项目的AI算法工程师,课程较多，需要控制每周学习负担,granted_for_demo,365,2025-10-13T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S023,BULK-S023,false,student,18-22,数据科学与大数据技术,master,硕士一年级,10,7,ROLE-AI-APP,ROLE-DATA,杭州,onsite,在3至5年内成长为能够独立交付项目的AI应用开发工程师,缺少能够证明能力的项目,granted_for_demo,365,2025-05-05T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S024,BULK-S024,false,student,18-22,智能科学与技术,bachelor,本科大二,11,8,ROLE-DATA,ROLE-AI-ALG,上海,remote,在3至5年内成长为能够独立交付项目的数据分析师,面试表达与项目复盘不足,granted_for_demo,365,2025-07-29T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S025,BULK-S025,false,student,18-22,信息管理与信息系统,bachelor,本科大三,12,9,ROLE-AI-ALG,ROLE-AI-APP,西安,remote,在3至5年内成长为能够独立交付项目的AI算法工程师,面试表达与项目复盘不足,granted_for_demo,365,2025-08-02T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S026,BULK-S026,false,student,18-22,计算机科学与技术,bachelor,本科大四,0,10,ROLE-AI-APP,ROLE-DATA,成都,remote,在3至5年内成长为能够独立交付项目的AI应用开发工程师,目标岗位选择仍在比较,granted_for_demo,365,2025-09-15T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S027,BULK-S027,false,student,18-22,软件工程,master,硕士一年级,1,11,ROLE-DATA,ROLE-AI-ALG,南京,onsite,在3至5年内成长为能够独立交付项目的数据分析师,目标岗位选择仍在比较,granted_for_demo,365,2025-07-30T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S028,BULK-S028,false,student,18-22,数据科学与大数据技术,bachelor,本科大二,2,12,ROLE-AI-ALG,ROLE-AI-APP,西安,onsite,在3至5年内成长为能够独立交付项目的AI算法工程师,缺少能够证明能力的项目,granted_for_demo,365,2025-10-30T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S029,BULK-S029,false,student,18-22,智能科学与技术,bachelor,本科大三,3,13,ROLE-AI-APP,ROLE-DATA,深圳,onsite,在3至5年内成长为能够独立交付项目的AI应用开发工程师,课程较多，需要控制每周学习负担,granted_for_demo,365,2025-09-15T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S030,BULK-S030,false,student,18-22,信息管理与信息系统,bachelor,本科大四,4,14,ROLE-DATA,ROLE-AI-ALG,北京,onsite,在3至5年内成长为能够独立交付项目的数据分析师,缺少能够证明能力的项目,granted_for_demo,365,2025-06-10T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S031,BULK-S031,false,student,18-22,计算机科学与技术,master,硕士一年级,5,15,ROLE-AI-ALG,ROLE-AI-APP,西安,hybrid,在3至5年内成长为能够独立交付项目的AI算法工程师,面试表达与项目复盘不足,granted_for_demo,365,2025-06-27T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S032,BULK-S032,false,student,18-22,软件工程,bachelor,本科大二,6,16,ROLE-AI-APP,ROLE-DATA,成都,remote,在3至5年内成长为能够独立交付项目的AI应用开发工程师,缺少能够证明能力的项目,granted_for_demo,365,2025-07-18T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S033,BULK-S033,false,student,18-22,数据科学与大数据技术,bachelor,本科大三,7,6,ROLE-DATA,ROLE-AI-ALG,杭州,remote,在3至5年内成长为能够独立交付项目的数据分析师,目标岗位选择仍在比较,granted_for_demo,365,2025-09-06T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S034,BULK-S034,false,student,18-22,智能科学与技术,bachelor,本科大四,8,7,ROLE-AI-ALG,ROLE-AI-APP,武汉,hybrid,在3至5年内成长为能够独立交付项目的AI算法工程师,缺少能够证明能力的项目,granted_for_demo,365,2025-06-25T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S035,BULK-S035,false,student,18-22,信息管理与信息系统,master,硕士一年级,9,8,ROLE-AI-APP,ROLE-DATA,武汉,remote,在3至5年内成长为能够独立交付项目的AI应用开发工程师,课程较多，需要控制每周学习负担,granted_for_demo,365,2025-08-24T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S036,BULK-S036,false,student,18-22,计算机科学与技术,bachelor,本科大二,10,9,ROLE-DATA,ROLE-AI-ALG,上海,hybrid,在3至5年内成长为能够独立交付项目的数据分析师,目标岗位选择仍在比较,granted_for_demo,365,2025-05-17T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S037,BULK-S037,false,student,18-22,软件工程,bachelor,本科大三,11,10,ROLE-AI-ALG,ROLE-AI-APP,成都,remote,在3至5年内成长为能够独立交付项目的AI算法工程师,目标岗位选择仍在比较,granted_for_demo,365,2025-05-08T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S038,BULK-S038,false,student,18-22,数据科学与大数据技术,bachelor,本科大四,12,11,ROLE-AI-APP,ROLE-DATA,西安,onsite,在3至5年内成长为能够独立交付项目的AI应用开发工程师,目标岗位选择仍在比较,granted_for_demo,365,2025-10-11T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S039,BULK-S039,false,student,18-22,智能科学与技术,master,硕士一年级,0,12,ROLE-DATA,ROLE-AI-ALG,上海,onsite,在3至5年内成长为能够独立交付项目的数据分析师,课程较多，需要控制每周学习负担,granted_for_demo,365,2025-05-09T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S040,BULK-S040,false,student,18-22,信息管理与信息系统,bachelor,本科大二,1,13,ROLE-AI-ALG,ROLE-AI-APP,杭州,remote,在3至5年内成长为能够独立交付项目的AI算法工程师,目标岗位选择仍在比较,granted_for_demo,365,2025-05-25T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S041,BULK-S041,false,student,18-22,计算机科学与技术,bachelor,本科大三,2,14,ROLE-AI-APP,ROLE-DATA,成都,hybrid,在3至5年内成长为能够独立交付项目的AI应用开发工程师,缺少能够证明能力的项目,granted_for_demo,365,2025-06-04T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S042,BULK-S042,false,student,18-22,软件工程,bachelor,本科大四,3,15,ROLE-DATA,ROLE-AI-ALG,上海,remote,在3至5年内成长为能够独立交付项目的数据分析师,目标岗位选择仍在比较,granted_for_demo,365,2025-06-11T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S043,BULK-S043,false,student,18-22,数据科学与大数据技术,master,硕士一年级,4,16,ROLE-AI-ALG,ROLE-AI-APP,杭州,onsite,在3至5年内成长为能够独立交付项目的AI算法工程师,面试表达与项目复盘不足,granted_for_demo,365,2025-08-25T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-S044,BULK-S044,false,student,18-22,智能科学与技术,bachelor,本科大二,5,6,ROLE-AI-APP,ROLE-DATA,成都,remote,在3至5年内成长为能够独立交付项目的AI应用开发工程师,缺少能够证明能力的项目,granted_for_demo,365,2025-10-16T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N001,BULK-N001,false,newcomer,22-26,软件工程,bachelor,数据工程新人,7,5,ROLE-AI-APP,ROLE-DATA,武汉,remote,在3至5年内成长为能够独立交付项目的AI应用开发工程师,技能较久未使用，需要重新验证,granted_for_demo,365,2025-07-28T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N002,BULK-N002,false,newcomer,22-26,数据科学与大数据技术,bachelor,运营分析新人,8,6,ROLE-DATA,ROLE-AI-ALG,成都,onsite,在3至5年内成长为能够独立交付项目的数据分析师,工作任务与学习时间冲突,granted_for_demo,365,2025-04-23T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N003,BULK-N003,false,newcomer,22-26,智能科学与技术,bachelor,后端开发新人,9,7,ROLE-AI-ALG,ROLE-AI-APP,上海,onsite,在3至5年内成长为能够独立交付项目的AI算法工程师,技能较久未使用，需要重新验证,granted_for_demo,365,2025-08-27T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N004,BULK-N004,false,newcomer,22-26,信息管理与信息系统,bachelor,数据助理,10,8,ROLE-AI-APP,ROLE-DATA,杭州,onsite,在3至5年内成长为能够独立交付项目的AI应用开发工程师,工作任务与学习时间冲突,granted_for_demo,365,2025-04-24T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N005,BULK-N005,false,newcomer,22-26,计算机科学与技术,bachelor,测试工程新人,11,9,ROLE-DATA,ROLE-AI-ALG,西安,remote,在3至5年内成长为能够独立交付项目的数据分析师,技能较久未使用，需要重新验证,granted_for_demo,365,2025-08-28T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N006,BULK-N006,false,newcomer,22-26,软件工程,bachelor,测试工程新人,12,10,ROLE-AI-ALG,ROLE-AI-APP,深圳,onsite,在3至5年内成长为能够独立交付项目的AI算法工程师,技能较久未使用，需要重新验证,granted_for_demo,365,2025-07-03T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N007,BULK-N007,false,newcomer,22-26,数据科学与大数据技术,bachelor,后端开发新人,13,11,ROLE-AI-APP,ROLE-DATA,西安,hybrid,在3至5年内成长为能够独立交付项目的AI应用开发工程师,工作任务与学习时间冲突,granted_for_demo,365,2025-06-13T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N008,BULK-N008,false,newcomer,22-26,智能科学与技术,bachelor,数据助理,14,12,ROLE-DATA,ROLE-AI-ALG,杭州,remote,在3至5年内成长为能够独立交付项目的数据分析师,工作任务与学习时间冲突,granted_for_demo,365,2025-09-12T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N009,BULK-N009,false,newcomer,22-26,信息管理与信息系统,bachelor,测试工程新人,15,4,ROLE-AI-ALG,ROLE-AI-APP,南京,remote,在3至5年内成长为能够独立交付项目的AI算法工程师,技能较久未使用，需要重新验证,granted_for_demo,365,2025-10-29T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
USER-N010,BULK-N010,false,newcomer,22-26,计算机科学与技术,bachelor,数据助理,16,5,ROLE-AI-APP,ROLE-DATA,武汉,remote,在3至5年内成长为能够独立交付项目的AI应用开发工程师,希望转岗但缺少目标岗位项目,granted_for_demo,365,2025-11-02T16:00:00Z,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,dev
