knowledge_card_id,category,title,content,keywords,related_entity_type,related_entity_id,schema_version,origin,is_synthetic,source_ids,generated_at,confidence,claim_level,verification_status,last_verified_at,license_scope,is_market_fact,data_split
KC-SKILL-042-L2,skill_level,系统思维等级2,系统思维属于问题解决与产品思维。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,系统思维|问题解决与产品思维|能力等级|证据,skill,SKILL-042,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-045-L3,skill_level,指标设计等级3,指标设计属于问题解决与产品思维。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,指标设计|问题解决与产品思维|能力等级|证据,skill,SKILL-045,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-046-L3,skill_level,业务理解等级3,业务理解属于问题解决与产品思维。等级3要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,业务理解|问题解决与产品思维|能力等级|证据,skill,SKILL-046,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-049-L4,skill_level,表达与汇报等级4,表达与汇报属于沟通协作与职业素养。等级4要求学习者独立完成常见任务、解释方法并处理异常。评估应引用近期课程、项目、测评或工作样例。,表达与汇报|沟通协作与职业素养|能力等级|证据,skill,SKILL-049,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-052-L5,skill_level,团队协作等级5,团队协作属于沟通协作与职业素养。等级5要求学习者设计复杂方案、评估风险并指导他人。评估应引用近期课程、项目、测评或工作样例。,团队协作|沟通协作与职业素养|能力等级|证据,skill,SKILL-052,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-053-L5,skill_level,时间管理等级5,时间管理属于沟通协作与职业素养。等级5要求学习者设计复杂方案、评估风险并指导他人。评估应引用近期课程、项目、测评或工作样例。,时间管理|沟通协作与职业素养|能力等级|证据,skill,SKILL-053,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-057-L1,skill_level,项目规划等级1,项目规划属于学习成长与项目实践。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,项目规划|学习成长与项目实践|能力等级|证据,skill,SKILL-057,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-060-L2,skill_level,职业探索等级2,职业探索属于学习成长与项目实践。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,职业探索|学习成长与项目实践|能力等级|证据,skill,SKILL-060,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-001-L2,skill_level,Python编程等级2,Python编程属于编程与计算基础。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,Python编程|编程与计算基础|能力等级|证据,skill,SKILL-001,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-002-L2,skill_level,数据结构与算法等级2,数据结构与算法属于编程与计算基础。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,数据结构与算法|编程与计算基础|能力等级|证据,skill,SKILL-002,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-003-L1,skill_level,面向对象设计等级1,面向对象设计属于编程与计算基础。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,面向对象设计|编程与计算基础|能力等级|证据,skill,SKILL-003,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-004-L1,skill_level,计算机系统基础等级1,计算机系统基础属于编程与计算基础。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,计算机系统基础|编程与计算基础|能力等级|证据,skill,SKILL-004,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-005-L1,skill_level,计算机网络等级1,计算机网络属于编程与计算基础。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,计算机网络|编程与计算基础|能力等级|证据,skill,SKILL-005,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-006-L1,skill_level,Linux使用等级1,Linux使用属于编程与计算基础。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,Linux使用|编程与计算基础|能力等级|证据,skill,SKILL-006,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-007-L1,skill_level,软件工程等级1,软件工程属于编程与计算基础。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,软件工程|编程与计算基础|能力等级|证据,skill,SKILL-007,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-008-L1,skill_level,测试与调试等级1,测试与调试属于编程与计算基础。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,测试与调试|编程与计算基础|能力等级|证据,skill,SKILL-008,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-009-L1,skill_level,SQL等级1,SQL属于数据处理与分析。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,SQL|数据处理与分析|能力等级|证据,skill,SKILL-009,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-010-L1,skill_level,数据清洗等级1,数据清洗属于数据处理与分析。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,数据清洗|数据处理与分析|能力等级|证据,skill,SKILL-010,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-011-L1,skill_level,统计学基础等级1,统计学基础属于数据处理与分析。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,统计学基础|数据处理与分析|能力等级|证据,skill,SKILL-011,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-012-L1,skill_level,探索性数据分析等级1,探索性数据分析属于数据处理与分析。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,探索性数据分析|数据处理与分析|能力等级|证据,skill,SKILL-012,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-013-L1,skill_level,数据可视化等级1,数据可视化属于数据处理与分析。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,数据可视化|数据处理与分析|能力等级|证据,skill,SKILL-013,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-014-L1,skill_level,Excel与BI工具等级1,Excel与BI工具属于数据处理与分析。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,Excel与BI工具|数据处理与分析|能力等级|证据,skill,SKILL-014,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-015-L1,skill_level,数据建模等级1,数据建模属于数据处理与分析。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,数据建模|数据处理与分析|能力等级|证据,skill,SKILL-015,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-016-L1,skill_level,实验与A/B测试等级1,实验与A/B测试属于数据处理与分析。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,实验与A/B测试|数据处理与分析|能力等级|证据,skill,SKILL-016,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-017-L1,skill_level,线性代数等级1,线性代数属于机器学习与算法。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,线性代数|机器学习与算法|能力等级|证据,skill,SKILL-017,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-018-L1,skill_level,微积分与优化等级1,微积分与优化属于机器学习与算法。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,微积分与优化|机器学习与算法|能力等级|证据,skill,SKILL-018,1.2.0,derived,true,SRC-ONET|SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-019-L1,skill_level,机器学习等级1,机器学习属于机器学习与算法。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,机器学习|机器学习与算法|能力等级|证据,skill,SKILL-019,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-020-L2,skill_level,特征工程等级2,特征工程属于机器学习与算法。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,特征工程|机器学习与算法|能力等级|证据,skill,SKILL-020,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-021-L1,skill_level,模型评估等级1,模型评估属于机器学习与算法。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,模型评估|机器学习与算法|能力等级|证据,skill,SKILL-021,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-022-L1,skill_level,深度学习等级1,深度学习属于机器学习与算法。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,深度学习|机器学习与算法|能力等级|证据,skill,SKILL-022,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-023-L1,skill_level,自然语言处理等级1,自然语言处理属于机器学习与算法。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,自然语言处理|机器学习与算法|能力等级|证据,skill,SKILL-023,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-024-L1,skill_level,模型调优等级1,模型调优属于机器学习与算法。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,模型调优|机器学习与算法|能力等级|证据,skill,SKILL-024,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-025-L1,skill_level,大模型基础等级1,大模型基础属于大模型与AI应用。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,大模型基础|大模型与AI应用|能力等级|证据,skill,SKILL-025,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-026-L1,skill_level,提示词设计等级1,提示词设计属于大模型与AI应用。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,提示词设计|大模型与AI应用|能力等级|证据,skill,SKILL-026,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-027-L1,skill_level,RAG应用等级1,RAG应用属于大模型与AI应用。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,RAG应用|大模型与AI应用|能力等级|证据,skill,SKILL-027,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-028-L1,skill_level,向量数据库等级1,向量数据库属于大模型与AI应用。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,向量数据库|大模型与AI应用|能力等级|证据,skill,SKILL-028,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-029-L1,skill_level,智能体开发等级1,智能体开发属于大模型与AI应用。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,智能体开发|大模型与AI应用|能力等级|证据,skill,SKILL-029,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-030-L1,skill_level,MCP与工具调用等级1,MCP与工具调用属于大模型与AI应用。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,MCP与工具调用|大模型与AI应用|能力等级|证据,skill,SKILL-030,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-031-L1,skill_level,模型微调等级1,模型微调属于大模型与AI应用。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,模型微调|大模型与AI应用|能力等级|证据,skill,SKILL-031,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-032-L1,skill_level,AI安全与评测等级1,AI安全与评测属于大模型与AI应用。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,AI安全与评测|大模型与AI应用|能力等级|证据,skill,SKILL-032,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-033-L1,skill_level,Git版本控制等级1,Git版本控制属于工程部署与工具。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,Git版本控制|工程部署与工具|能力等级|证据,skill,SKILL-033,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-034-L1,skill_level,API设计等级1,API设计属于工程部署与工具。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,API设计|工程部署与工具|能力等级|证据,skill,SKILL-034,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-035-L1,skill_level,后端服务开发等级1,后端服务开发属于工程部署与工具。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,后端服务开发|工程部署与工具|能力等级|证据,skill,SKILL-035,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-036-L1,skill_level,Docker容器等级1,Docker容器属于工程部署与工具。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,Docker容器|工程部署与工具|能力等级|证据,skill,SKILL-036,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-037-L1,skill_level,CI/CD等级1,CI/CD属于工程部署与工具。等级1要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,CI/CD|工程部署与工具|能力等级|证据,skill,SKILL-037,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-038-L2,skill_level,云端部署等级2,云端部署属于工程部署与工具。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,云端部署|工程部署与工具|能力等级|证据,skill,SKILL-038,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-SKILL-039-L2,skill_level,监控与可观测性等级2,监控与可观测性属于工程部署与工具。等级2要求学习者理解基础概念并在指导下完成任务。评估应引用近期课程、项目、测评或工作样例。,监控与可观测性|工程部署与工具|能力等级|证据,skill,SKILL-039,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.9,primary_derived,derived,,cc_by_4_0_attribution,false,dev
